Father,Mother,Gender,Kids,Height
72.0,65.5,F,1,65.5
72.0,64.0,F,1,66.0
72.0,64.0,F,2,63.0
72.0,63.0,M,1,70.5
72.0,63.0,M,2,70.5
72.0,63.0,M,3,69.0
72.0,63.0,F,4,65.0
72.0,63.0,F,5,63.0
72.0,63.0,M,6,69.0
72.0,63.0,M,7,67.0
72.0,63.0,F,8,63.0
72.0,63.0,M,9,73.0
72.0,63.0,M,10,67.0
72.0,63.0,F,11,70.5
72.0,63.0,F,12,70.0
72.0,63.0,F,13,66.5
72.0,63.0,F,14,63.0
72.5,63.5,F,1,67.5
72.5,63.5,F,2,67.2
72.5,63.5,F,3,66.7
72.0,62.0,F,1,64.0
72.5,62.0,M,1,71.0
72.5,62.0,M,2,70.0
72.5,62.0,M,3,70.0
72.5,62.0,F,4,66.0
72.5,62.0,F,5,65.0
72.5,62.0,F,6,65.0
72.0,62.0,M,1,74.0
72.0,62.0,M,2,72.0
72.0,62.0,M,3,69.0
72.0,62.0,F,4,67.5
72.0,62.0,F,5,63.5
72.0,62.0,M,6,72.0
72.0,62.0,M,7,71.5
72.0,62.0,M,8,71.5
72.0,62.0,M,9,70.0
72.0,62.0,F,10,68.0
72.0,61.0,F,1,65.7
71.0,69.0,M,1,78.0
71.0,69.0,M,2,74.0
71.0,69.0,M,3,73.0
71.0,69.0,M,4,72.0
71.0,69.0,F,5,67.0
71.0,67.0,M,1,73.2
71.0,67.0,M,2,73.0
71.0,67.0,M,3,69.0
71.0,67.0,F,4,67.0
71.0,66.0,M,1,70.0
71.0,66.0,F,2,67.0
71.0,66.0,F,3,67.0
71.0,66.0,F,4,66.5
71.0,66.0,M,5,70.0
71.0,66.0,M,6,69.0
71.0,66.0,M,7,68.5
71.0,66.0,F,8,66.0
71.0,66.0,F,9,64.5
71.0,66.0,F,10,63.0
71.0,66.0,M,11,71.0
71.0,66.0,F,12,67.0
71.0,66.0,M,13,76.0
71.0,66.0,M,14,72.0
71.0,66.0,M,15,71.0
71.0,66.0,M,16,66.0
71.0,66.0,F,17,66.0
71.7,65.5,M,1,70.5
71.0,65.5,M,1,72.0
71.0,65.5,M,2,72.0
71.0,65.5,M,3,71.0
71.0,65.5,M,4,69.0
71.0,65.5,F,5,66.0
71.0,65.5,F,6,65.0
71.5,65.5,M,1,73.0
71.5,65.5,F,2,65.2
71.5,65.0,M,1,68.5
71.5,65.0,M,2,67.7
71.0,65.0,M,1,68.0
71.0,65.0,M,2,68.0
71.0,65.0,F,3,62.0
71.0,64.0,F,1,68.0
71.0,64.0,F,2,68.0
71.0,64.0,F,3,67.5
71.0,64.0,F,4,66.5
71.0,64.0,F,5,66.5
71.0,64.0,F,6,66.0
71.0,64.0,F,7,65.5
71.0,64.0,F,8,65.0
71.7,64.5,M,1,72.0
71.7,64.5,M,2,71.0
71.7,64.5,M,3,70.5
71.7,64.5,F,4,67.0
71.0,64.0,M,1,68.0
71.0,64.0,M,2,68.0
71.0,64.0,M,3,68.0
71.5,64.5,M,1,72.0
71.5,64.5,M,2,71.0
71.5,64.5,M,3,70.0
71.5,64.5,F,4,66.0
71.5,64.5,F,5,64.5
71.5,64.5,F,6,64.5
71.5,64.5,F,7,62.0
71.2,63.0,F,1,67.5
71.2,63.0,F,2,64.5
71.0,63.5,M,1,71.0
71.0,63.5,M,2,67.0
71.0,63.5,F,3,66.0
71.0,63.5,F,4,65.0
71.0,63.5,F,5,63.5
71.0,63.0,M,1,71.0
71.0,63.0,M,2,70.0
71.0,63.0,M,3,70.0
71.0,63.0,M,4,64.0
71.0,63.0,F,5,65.0
71.0,63.0,F,6,65.0
71.0,63.0,F,7,64.0
71.0,63.0,F,8,63.0
71.0,63.0,F,9,63.0
71.0,63.0,M,10,71.0
71.0,63.0,M,11,71.0
71.0,63.0,M,12,70.0
71.0,63.0,F,13,63.5
71.0,62.0,M,1,71.0
71.0,62.0,M,2,70.0
71.0,62.0,F,3,64.5
71.0,62.0,F,4,62.5
71.0,62.0,F,5,61.5
71.0,62.0,M,6,72.0
71.0,62.0,M,7,70.5
71.0,62.0,M,8,70.5
71.0,62.0,F,9,64.5
71.0,62.0,F,10,60.0
71.0,62.5,M,1,70.0
71.0,62.5,F,2,64.0
71.0,62.5,F,3,64.0
71.0,62.5,F,4,64.0
71.0,62.5,F,5,62.5
71.0,62.0,M,1,70.5
71.0,62.0,M,2,70.0
71.0,62.0,M,3,69.0
71.0,62.0,M,4,69.0
71.0,62.0,M,5,66.0
71.0,62.0,F,6,64.5
71.0,62.0,F,7,64.0
71.0,61.0,F,1,62.0
71.0,58.0,M,1,71.5
71.0,58.0,M,2,69.0
70.0,69.0,M,1,71.0
70.0,69.0,M,2,70.0
70.0,69.0,M,3,69.0
70.0,69.0,F,4,69.0
70.0,69.0,M,5,70.0
70.0,69.0,M,6,68.7
70.0,69.0,F,7,68.0
70.0,69.0,F,8,66.0
70.0,69.0,F,9,64.0
70.0,69.0,F,10,62.0
70.0,68.0,M,1,75.0
70.0,67.0,M,1,70.0
70.0,67.0,M,2,69.0
70.0,67.0,F,3,66.0
70.0,67.0,F,4,64.0
70.0,67.0,F,5,60.0
70.0,67.0,F,6,67.5
70.0,66.5,M,1,73.0
70.0,66.5,M,2,72.0
70.0,66.5,M,3,72.0
70.0,66.5,M,4,66.5
70.0,66.5,F,5,69.2
70.0,66.5,F,6,67.2
70.0,66.5,F,7,66.5
70.0,66.5,F,8,66.0
70.0,66.5,F,9,66.0
70.0,66.5,F,10,64.2
70.0,66.5,F,11,63.7
70.5,65.0,M,1,72.0
70.5,65.0,M,2,70.2
70.5,65.0,M,3,69.0
70.5,65.0,M,4,68.5
70.5,65.0,F,5,68.0
70.5,65.0,F,6,65.0
70.5,65.0,F,7,61.5
70.5,65.0,F,8,61.0
70.5,65.0,F,9,61.0
70.0,65.0,M,1,73.0
70.0,65.0,M,2,72.0
70.0,65.0,M,3,70.5
70.0,65.0,M,4,65.0
70.0,65.0,M,5,65.0
70.0,65.0,F,6,64.5
70.0,65.0,F,7,63.0
70.0,65.0,F,8,62.0
70.0,65.0,M,9,67.0
70.0,65.0,M,10,65.0
70.0,65.0,F,11,64.5
70.0,65.0,F,12,62.5
70.0,65.0,F,13,62.5
70.0,65.0,M,14,70.0
70.0,65.0,M,15,70.0
70.0,65.0,F,16,67.0
70.0,65.0,F,17,65.0
70.0,65.0,F,18,65.0
70.0,65.0,F,19,63.0
70.0,65.0,M,20,79.0
70.0,65.0,M,21,75.0
70.0,65.0,M,22,71.0
70.0,65.0,F,23,69.0
70.0,65.0,F,24,67.0
70.0,65.0,F,25,65.7
70.0,65.0,F,26,62.0
70.0,65.0,M,27,73.0
70.0,65.0,M,28,72.5
70.0,65.0,F,29,65.0
70.0,65.0,M,30,69.0
70.0,65.0,M,31,69.0
70.0,64.7,M,1,72.0
70.0,64.7,M,2,70.0
70.0,64.7,M,3,68.7
70.0,64.7,F,4,66.5
70.0,64.7,F,5,65.5
70.0,64.7,F,6,64.7
70.0,64.7,F,7,64.5
70.0,64.0,M,1,70.7
70.0,64.0,M,2,70.0
70.0,64.0,M,3,68.0
70.0,64.0,M,4,67.0
70.0,64.0,M,5,66.0
70.0,64.0,M,6,65.0
70.0,64.0,F,7,67.0
70.0,64.0,M,8,70.0
70.0,64.0,M,9,68.0
70.0,64.0,M,10,66.7
70.0,64.0,F,11,65.5
70.0,64.2,M,1,72.0
70.0,64.2,M,2,70.0
70.0,64.2,F,3,62.5
70.0,64.2,F,4,61.2
70.0,64.2,F,5,60.1
70.5,64.0,M,1,74.0
70.5,64.0,M,2,69.5
70.5,64.0,M,3,69.0
70.5,64.0,M,4,68.0
70.5,64.0,M,5,68.0
70.5,64.0,M,6,68.0
70.5,64.0,F,7,65.5
70.5,64.0,F,8,65.0
70.5,64.5,F,1,60.0
70.0,64.0,M,1,68.0
70.0,64.0,F,2,65.0
70.0,64.0,F,3,64.0
70.0,64.0,F,4,62.0
70.0,64.0,M,5,71.0
70.0,64.0,M,6,70.0
70.0,64.0,M,7,70.0
70.0,64.0,M,8,70.0
70.0,64.0,M,9,69.5
70.0,64.0,M,10,68.5
70.0,64.0,F,11,69.0
70.0,64.0,F,12,65.0
70.0,64.0,F,13,64.0
70.0,63.7,M,1,70.0
70.0,63.7,M,2,67.0
70.0,63.7,M,3,65.5
70.0,63.7,F,4,63.7
70.0,63.7,F,5,63.2
70.0,63.7,F,6,62.5
70.0,63.7,F,7,62.2
70.0,63.7,F,8,61.0
70.5,63.0,M,1,72.5
70.5,63.0,M,2,69.0
70.5,63.0,M,3,67.0
70.5,63.0,F,4,64.5
70.5,63.0,F,5,64.0
70.0,63.5,M,1,71.0
70.0,63.5,M,2,67.5
70.0,63.5,F,3,67.5
70.0,63.5,F,4,63.5
70.0,63.0,M,1,68.0
70.0,63.0,M,2,67.0
70.0,63.0,F,3,63.7
70.0,63.0,F,4,62.0
70.0,63.0,M,5,70.0
70.0,63.0,M,6,66.5
70.0,63.0,F,7,62.0
70.0,63.0,F,8,61.0
70.5,62.0,M,1,72.0
70.5,62.0,M,2,70.0
70.5,62.0,M,3,69.5
70.5,62.0,M,4,69.5
70.5,62.0,M,5,68.0
70.5,62.0,F,6,65.0
70.5,62.0,F,7,64.0
70.5,62.0,F,8,63.0
70.3,62.7,M,1,70.7
70.3,62.7,M,2,69.7
70.3,62.7,M,3,69.2
70.3,62.7,M,4,65.2
70.3,62.7,F,5,64.0
70.3,62.7,F,6,63.5
70.3,62.7,F,7,63.2
70.5,62.0,M,1,72.0
70.5,62.0,M,2,72.0
70.5,62.0,F,3,60.0
70.0,61.0,M,1,71.2
70.0,61.0,M,2,67.0
70.0,60.0,M,1,67.0
70.0,60.0,M,2,64.5
70.0,60.0,F,3,65.0
70.0,60.0,F,4,63.0
70.0,60.0,F,5,65.0
70.0,60.0,F,6,65.0
70.0,58.5,M,1,71.5
70.0,58.5,M,2,64.5
70.0,58.5,F,3,63.0
70.0,58.0,M,1,72.0
70.0,58.0,M,2,66.0
70.0,58.0,F,3,66.0
70.0,58.0,F,4,65.0
70.0,58.0,F,5,63.0
69.0,68.5,M,1,75.0
69.0,68.5,M,2,71.0
69.0,68.5,M,3,70.0
69.0,68.5,F,4,66.0
69.0,68.5,F,5,66.0
69.0,68.5,F,6,65.5
69.0,68.5,F,7,65.0
69.0,68.5,F,8,65.0
69.0,68.5,F,9,64.0
69.0,68.5,F,10,64.0
69.0,67.0,F,1,64.0
69.0,66.0,M,1,73.0
69.0,66.0,M,2,72.0
69.0,66.0,M,3,71.7
69.0,66.0,M,4,71.5
69.0,66.0,F,5,65.5
69.0,66.0,F,6,65.0
69.0,66.0,F,7,62.7
69.0,66.0,F,8,62.5
69.0,66.0,M,9,71.2
69.0,66.0,M,10,71.0
69.0,66.0,M,11,70.0
69.0,66.7,M,1,75.0
69.0,66.7,M,2,74.0
69.0,66.7,M,3,72.0
69.0,66.7,M,4,68.5
69.0,66.7,M,5,67.0
69.0,66.7,M,6,66.0
69.0,66.0,M,1,70.0
69.0,66.0,M,2,68.5
69.0,66.0,M,3,68.0
69.0,66.0,F,4,65.0
69.0,66.0,F,5,63.0
69.0,66.0,F,6,62.5
69.0,66.5,M,1,73.0
69.0,66.5,M,2,71.0
69.0,66.5,M,3,70.5
69.0,66.5,M,4,70.5
69.0,66.5,F,5,61.0
69.5,66.5,M,1,70.5
69.5,66.5,M,2,67.5
69.5,66.5,F,3,64.5
69.5,66.5,F,4,64.0
69.0,66.5,M,1,71.0
69.0,66.5,F,2,68.5
69.0,66.5,F,3,67.5
69.0,66.5,F,4,66.0
69.0,66.5,F,5,63.0
69.0,66.5,F,6,63.0
69.5,66.0,M,1,71.0
69.5,66.0,M,2,71.0
69.5,66.0,M,3,70.5
69.5,66.0,M,4,70.5
69.5,66.0,F,5,66.5
69.5,66.0,F,6,65.5
69.5,66.0,F,7,64.5
69.0,66.0,M,1,73.0
69.0,66.0,M,2,72.0
69.0,66.0,M,3,69.0
69.0,66.0,M,4,69.0
69.0,66.0,F,5,66.5
69.0,66.0,F,6,65.5
69.0,66.0,F,7,65.5
69.0,66.0,F,8,65.0
69.0,66.0,F,9,64.0
69.0,65.0,M,1,70.0
69.0,65.0,M,2,68.5
69.0,65.0,M,3,67.0
69.0,65.0,F,4,65.0
69.0,65.0,F,5,64.0
69.0,65.0,F,6,63.5
69.0,65.0,F,7,61.0
69.5,64.5,M,1,69.7
69.5,64.5,M,2,68.0
69.5,64.5,M,3,60.0
69.5,64.5,F,4,65.2
69.5,64.5,F,5,64.5
69.5,64.5,F,6,63.7
69.5,64.5,F,7,60.0
69.2,64.0,M,1,71.7
69.2,64.0,M,2,66.5
69.2,64.0,F,3,65.0
69.2,64.0,F,4,63.5
69.0,63.0,M,1,69.0
69.0,63.0,F,2,67.5
69.0,63.0,F,3,63.5
69.0,63.0,M,4,72.0
69.0,63.0,M,5,73.0
69.0,63.0,M,6,70.0
69.0,63.0,M,7,70.0
69.0,63.0,M,8,64.0
69.0,63.0,F,9,66.0
69.0,63.0,F,10,62.0
69.0,63.5,M,1,70.5
69.0,63.5,M,2,67.0
69.0,63.5,M,3,66.0
69.0,63.5,F,4,65.0
69.0,63.5,F,5,63.0
69.0,63.5,F,6,62.0
69.0,63.5,F,7,61.0
69.0,63.5,M,8,70.5
69.0,63.5,F,9,63.7
69.0,63.5,F,10,63.0
69.7,62.0,F,1,62.5
69.5,62.0,M,1,73.0
69.5,62.0,M,2,72.0
69.5,62.0,M,3,69.0
69.0,62.0,M,1,73.0
69.0,62.0,M,2,71.0
69.0,62.0,M,3,71.0
69.0,62.0,M,4,69.0
69.0,62.0,F,5,63.0
69.0,62.5,M,1,71.0
69.0,62.5,M,2,70.0
69.0,62.5,M,3,70.0
69.0,62.5,M,4,69.0
69.0,62.5,F,5,63.5
69.0,62.5,F,6,62.5
69.0,62.5,F,7,62.5
69.0,62.5,F,8,62.0
69.0,62.0,M,1,72.0
69.0,62.0,M,2,68.0
69.0,62.0,F,3,66.0
69.0,62.0,F,4,66.0
69.5,61.0,M,1,70.0
69.5,61.0,M,2,69.5
69.5,61.0,M,3,69.0
69.5,61.0,F,4,63.0
69.5,61.0,F,5,62.0
69.0,61.0,M,1,68.0
69.0,61.0,M,2,68.0
69.0,61.0,M,3,67.5
69.0,61.0,M,4,64.0
69.0,61.0,M,5,63.0
69.0,61.0,M,6,63.0
69.0,61.0,F,7,63.5
69.0,61.0,F,8,62.0
69.0,61.0,F,9,62.0
69.0,60.0,M,1,70.5
69.0,60.0,F,2,68.0
69.0,60.0,F,3,62.5
69.0,60.0,M,4,69.0
69.0,60.0,M,5,66.0
69.0,60.0,F,6,61.7
69.0,60.0,F,7,60.5
69.0,60.5,M,1,69.5
68.7,70.5,M,1,71.0
68.7,70.5,F,2,61.7
68.5,67.0,M,1,73.0
68.5,67.0,M,2,71.0
68.5,67.0,F,3,67.0
68.5,66.5,M,1,70.0
68.5,66.5,M,2,69.0
68.5,66.5,M,3,69.0
68.5,66.5,M,4,68.7
68.5,66.5,M,5,68.5
68.5,66.5,M,6,68.5
68.5,66.5,M,7,68.0
68.5,66.5,M,8,68.0
68.5,66.5,M,9,68.0
68.5,66.5,F,10,63.2
68.0,65.0,M,1,67.5
68.0,65.0,M,2,66.0
68.0,65.5,M,1,66.0
68.0,65.5,F,2,64.0
68.0,65.5,M,3,71.7
68.0,65.5,M,4,71.5
68.0,65.5,M,5,70.7
68.0,65.5,M,6,65.5
68.0,65.5,F,7,66.5
68.0,65.5,F,8,65.2
68.0,65.5,F,9,61.5
68.0,65.0,M,1,72.0
68.0,65.0,M,2,72.0
68.0,65.0,F,3,68.0
68.0,65.0,F,4,66.0
68.5,65.0,M,1,69.2
68.5,65.0,M,2,68.0
68.5,65.0,M,3,66.0
68.5,65.0,M,4,66.0
68.5,65.0,F,5,62.0
68.5,65.0,F,6,61.5
68.5,65.0,F,7,61.0
68.5,65.0,F,8,60.0
68.0,64.0,M,1,71.0
68.0,64.0,M,2,68.0
68.0,64.0,M,3,68.0
68.0,64.0,M,4,67.0
68.0,64.0,F,5,65.0
68.0,64.0,F,6,64.0
68.0,64.0,F,7,63.0
68.0,64.0,F,8,63.0
68.0,64.0,F,9,62.0
68.0,64.0,F,10,61.0
68.0,64.0,M,11,66.0
68.0,64.0,M,12,63.0
68.0,64.0,F,13,65.5
68.0,64.0,F,14,62.0
68.0,64.0,M,15,71.2
68.0,64.0,M,16,71.2
68.0,64.0,M,17,69.0
68.0,64.0,M,18,68.5
68.0,64.0,F,19,62.5
68.0,64.5,F,1,62.0
68.0,64.0,M,1,69.0
68.0,64.0,M,2,67.0
68.0,64.0,M,3,66.0
68.0,64.0,F,4,66.0
68.0,64.0,F,5,66.0
68.0,64.0,F,6,65.0
68.0,64.0,F,7,65.0
68.0,64.0,F,8,65.0
68.0,64.0,F,9,64.0
68.0,64.0,F,10,63.0
68.0,63.0,M,1,70.5
68.0,63.0,M,2,70.0
68.0,63.0,M,3,68.0
68.0,63.0,M,4,66.0
68.0,63.0,M,5,66.0
68.0,63.0,F,6,66.0
68.0,63.0,F,7,62.0
68.0,63.0,F,8,61.5
68.5,63.5,M,1,73.5
68.5,63.5,M,2,70.0
68.5,63.5,M,3,69.5
68.5,63.5,F,4,65.5
68.0,63.0,M,1,67.0
68.0,63.0,M,2,70.0
68.0,63.0,M,3,68.0
68.0,63.0,F,4,64.5
68.0,63.0,F,5,64.0
68.0,63.0,M,6,71.0
68.0,63.0,M,7,68.0
68.0,63.0,M,8,66.0
68.0,63.0,M,9,65.5
68.0,63.0,M,10,65.0
68.0,63.0,F,11,63.0
68.0,63.0,F,12,62.0
68.0,63.0,F,13,62.0
68.0,63.0,M,14,67.0
68.0,63.0,M,15,67.0
68.0,63.0,M,16,66.0
68.0,63.0,F,17,64.0
68.0,63.0,F,18,63.5
68.0,63.0,F,19,61.0
68.5,63.5,M,1,68.2
68.0,63.0,M,1,70.0
68.2,63.5,M,1,70.0
68.2,63.5,M,2,69.0
68.2,63.5,M,3,67.0
68.2,63.5,M,4,65.5
68.2,63.5,F,5,64.5
68.0,62.5,M,1,68.5
68.7,62.0,M,1,67.7
68.7,62.0,F,2,61.7
68.0,62.5,M,1,66.5
68.0,61.0,M,1,68.5
68.0,61.0,M,2,68.0
68.0,61.0,M,3,64.0
68.0,61.0,F,4,63.5
68.0,61.0,F,5,63.0
68.0,60.2,M,1,66.7
68.0,60.0,M,1,64.0
68.0,60.0,F,2,61.0
68.0,60.0,F,3,61.0
68.0,60.0,F,4,60.0
68.0,60.0,F,5,60.0
68.0,60.0,F,6,60.0
68.0,60.0,F,7,56.0
68.0,60.0,M,8,67.5
68.0,60.0,M,9,67.0
68.0,60.0,M,10,66.5
68.0,60.0,F,11,60.0
68.5,59.0,M,1,69.0
68.0,59.0,M,1,68.0
68.0,59.0,M,2,65.0
68.0,59.0,M,3,64.7
68.0,59.0,M,4,64.0
68.0,59.0,M,5,64.0
68.0,59.0,M,6,63.0
68.0,59.0,F,7,65.0
68.0,59.0,F,8,65.0
68.0,59.0,F,9,62.0
68.0,59.0,F,10,61.0
67.0,66.2,M,1,72.7
67.0,66.2,M,2,72.7
67.0,66.2,M,3,71.5
67.0,66.2,F,4,65.5
67.0,66.2,F,5,63.5
67.0,66.5,M,1,71.0
67.0,65.0,M,1,69.7
67.0,65.0,M,2,67.5
67.0,65.0,F,3,65.5
67.0,65.0,F,4,65.0
67.0,65.0,F,5,64.5
67.0,65.0,F,6,63.5
67.0,65.5,M,1,70.0
67.0,65.5,M,2,69.0
67.0,65.5,F,3,65.5
67.0,65.5,F,4,65.5
67.0,65.5,F,5,63.0
67.0,65.5,M,6,70.0
67.0,65.5,M,7,67.7
67.0,65.5,F,8,63.0
67.0,65.5,F,9,60.0
67.0,65.0,M,1,65.0
67.0,65.0,F,2,62.0
67.0,65.0,F,3,62.0
67.5,65.0,M,1,71.0
67.5,65.0,M,2,69.0
67.5,65.0,F,3,64.0
67.5,65.0,F,4,64.0
67.5,65.0,F,5,63.0
67.5,65.0,F,6,63.0
67.5,65.0,F,7,63.0
67.5,65.0,F,8,63.0
67.5,65.0,F,9,63.0
67.5,65.0,F,10,62.5
67.5,65.0,F,11,62.0
67.0,64.0,M,1,71.5
67.0,64.0,M,2,70.0
67.0,64.0,M,3,67.0
67.0,64.0,M,4,67.0
67.0,63.5,M,1,71.0
67.0,63.5,M,2,70.2
67.0,63.5,M,3,69.2
67.0,63.5,M,4,68.5
67.0,63.5,M,5,68.0
67.0,63.5,M,6,67.0
67.0,63.5,M,7,65.5
67.0,63.5,F,8,63.5
67.0,63.0,M,1,69.0
67.0,63.0,M,2,68.0
67.0,63.0,F,3,63.0
67.5,62.0,M,1,70.0
67.5,62.0,M,2,69.5
67.5,62.0,M,3,69.0
67.5,62.0,M,4,68.5
67.5,62.0,F,5,66.0
67.0,61.0,M,1,67.0
66.0,67.0,M,1,70.5
66.0,67.0,M,2,70.5
66.0,67.0,M,3,67.0
66.0,67.0,M,4,66.0
66.0,67.0,M,5,66.0
66.0,67.0,F,6,62.0
66.0,67.0,F,7,62.0
66.0,67.0,F,8,61.5
66.0,67.0,M,9,72.0
66.0,67.0,M,10,65.0
66.0,67.0,M,11,65.0
66.0,67.0,F,12,67.0
66.0,67.0,F,13,64.0
66.0,67.0,F,14,64.0
66.0,67.0,F,15,62.0
66.0,67.0,F,16,60.0
66.0,67.0,F,17,60.0
66.0,66.0,M,1,66.0
66.0,66.0,M,2,65.0
66.0,66.0,F,3,67.0
66.0,66.0,F,4,66.5
66.0,66.0,F,5,65.5
66.0,66.0,M,6,72.0
66.0,66.0,M,7,68.0
66.0,66.0,F,8,66.0
66.0,66.0,F,9,65.0
66.0,66.0,F,10,62.0
66.0,66.0,F,11,61.0
66.5,65.0,M,1,68.7
66.5,65.0,M,2,68.5
66.5,65.0,M,3,66.5
66.5,65.0,M,4,64.5
66.5,65.0,F,5,62.5
66.5,65.0,F,6,60.5
66.5,65.0,F,7,60.5
66.5,65.0,F,8,57.5
66.0,65.5,M,1,72.0
66.0,65.5,M,2,71.0
66.0,65.5,M,3,67.0
66.0,65.5,F,4,66.0
66.0,65.5,F,5,65.0
66.0,63.0,M,1,70.0
66.0,63.5,F,1,64.5
66.0,63.5,F,2,62.0
66.5,63.0,M,1,67.2
66.5,63.0,M,2,67.0
66.5,63.0,M,3,65.0
66.5,63.0,F,4,65.0
66.5,63.0,F,5,65.0
66.5,63.0,F,6,63.0
66.5,62.5,M,1,70.0
66.5,62.5,M,2,68.0
66.5,62.5,F,3,63.5
66.5,62.5,F,4,62.5
66.5,62.5,F,5,62.5
66.5,62.5,F,6,62.5
66.5,62.5,F,7,62.5
66.0,61.5,M,1,70.0
66.0,60.0,M,1,68.0
66.0,60.0,M,2,67.0
66.0,60.0,M,3,65.0
66.0,60.0,F,4,60.0
66.0,60.0,M,5,65.0
66.0,59.0,M,1,68.0
66.0,59.0,M,2,67.0
66.0,59.0,M,3,66.5
66.0,59.0,M,4,66.0
66.0,59.0,M,5,65.7
66.0,59.0,M,6,65.5
66.0,59.0,M,7,65.0
66.0,59.0,F,8,65.0
66.0,59.0,F,9,64.0
66.0,59.0,F,10,63.0
66.0,59.0,F,11,62.0
66.0,59.0,F,12,61.0
66.0,59.0,F,13,60.0
66.0,59.0,F,14,58.0
66.0,59.0,F,15,57.0
65.0,67.0,M,1,66.5
65.0,67.0,M,2,66.0
65.0,67.0,M,3,66.0
65.0,67.0,F,4,65.0
65.0,67.0,F,5,63.0
65.0,66.0,M,1,63.0
65.0,66.0,F,2,63.0
65.0,66.0,F,3,63.0
65.0,66.0,F,4,60.0
65.0,65.0,M,1,69.0
65.0,65.0,M,2,68.0
65.0,65.0,M,3,68.0
65.0,65.0,F,4,65.0
65.0,65.0,F,5,65.0
65.0,65.0,F,6,62.0
65.0,65.0,F,7,62.0
65.0,65.0,F,8,61.0
65.0,65.0,F,9,59.0
65.0,65.5,M,1,70.7
65.0,65.5,F,2,65.5
65.0,65.0,M,1,69.2
65.0,65.0,M,2,69.0
65.0,65.0,M,3,68.0
65.0,65.0,M,4,67.7
65.0,65.0,F,5,64.5
65.0,65.0,F,6,60.5
65.0,64.0,M,1,67.0
65.0,64.0,M,2,67.0
65.0,64.0,F,3,64.0
65.0,64.0,F,4,64.0
65.0,64.0,F,5,62.5
65.0,64.0,F,6,60.5
65.0,63.0,M,1,70.0
65.0,63.0,F,2,63.0
65.0,63.0,M,3,66.0
65.0,63.0,M,4,66.0
65.0,63.0,F,5,63.0
65.5,63.0,M,1,71.0
65.5,63.0,M,2,71.0
65.5,63.0,M,3,69.0
65.5,63.0,F,4,63.5
65.5,60.0,M,1,68.0
65.5,60.0,M,2,68.0
65.5,60.0,M,3,67.0
65.5,60.0,M,4,67.0
65.5,60.0,F,5,62.0
64.0,64.0,M,1,71.5
64.0,64.0,M,2,68.0
64.0,64.0,F,3,65.5
64.0,64.0,F,4,64.0
